1399 shaders
LEFTOVER - pak0.pk3:scripts/gothic_light.shader:399:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:400:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:402:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:403:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:406:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:407:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:408:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:411:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:412:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:413:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:417:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:419:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:420:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:421:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:422:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:423:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:425:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:426:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:429:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:430:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:431:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:434:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:435:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:436:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:440:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:442:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:443:71: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:444:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:445:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:446:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:448:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:449:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:452:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:453:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:454:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:457:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:458:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:459:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:464:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:466:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:467:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:468:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:469:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:471:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:472:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:475:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:476:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:477:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:480:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:481:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:482:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:485:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:487:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:488:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:489:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:490:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:492:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:493:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:496:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:497:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:498:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:501:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:502:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:503:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:506:39: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:508:64: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:509:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:510:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:511:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:513:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:514:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:517:60: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:518:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:519:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:522:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:523:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:524:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:527:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:529:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:530:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:532:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:534:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:535:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:538:63: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:539:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:540:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:545:69: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:546:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:547:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:553:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:555:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:556:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:557:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:558:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:560:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:561:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:564:63: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:565:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:566:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:571:69: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:572:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:573:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:577:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:579:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:580:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:581:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:582:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:584:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:585:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:588:63: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:589:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:590:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:595:69: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:596:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:597:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:601:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:603:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:604:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:605:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:606:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:608:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:609:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:612:63: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:613:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:614:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:619:69: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:620:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:621:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:625:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:627:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:628:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:629:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:630:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:632:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:633:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:636:63: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:637:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:638:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:643:69: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:644:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:645:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:651:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:653:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:654:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:655:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:656:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:658:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:659:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:662:63: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:663:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:664:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:669:69: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:670:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:671:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:677:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:679:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:680:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:681:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:682:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:684:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:685:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:688:63: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:689:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:690:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:695:69: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:696:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:697:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:704:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:706:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:707:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:708:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:709:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:710:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:712:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:713:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:716:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:717:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:718:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:721:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:722:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:726:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:728:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:729:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:730:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:731:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:732:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:734:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:735:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:738:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:739:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:740:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:743:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:744:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:748:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:750:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:751:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:752:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:753:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:754:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:756:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:757:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:760:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:761:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:762:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:765:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:766:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:770:42: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:772:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:773:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:774:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:775:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:776:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:778:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:779:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:782:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:783:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:784:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:787:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:788:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:791:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:793:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:794:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:795:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:796:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:797:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:799:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:800:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:803:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:804:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:805:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:808:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:809:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:813:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:815:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:816:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:817:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:818:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:819:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:821:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:822:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:825:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:826:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:827:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:830:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:831:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:834:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:836:65: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:837:72: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:838:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:839:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:840:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:842:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:843:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:846:61: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:847:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:848:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:851:67: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:852:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:857:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:859:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:860:73: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:861:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:862:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:863:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:865:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:866:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:869:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:870:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:871:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:874:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:875:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:879:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:881:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:882:73: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:883:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:884:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:885:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:887:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:888:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:891:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:892:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:893:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:896:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:897:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:901:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:903:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:904:73: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:905:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:906:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:907:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:909:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:910:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:913:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:914:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:915:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:918:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:919:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:923:43: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:925:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:926:73: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:927:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:928:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:929:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:931:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:932:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:935:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:936:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:937:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:940:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:941:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:945:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:947:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:948:73: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:949:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:950:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:951:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:953:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:954:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:957:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:958:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:959:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:962:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:963:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:967:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:969:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:970:73: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:971:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:972:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:973:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:975:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:976:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:979:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:980:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:981:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:984:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:985:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:989:44: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:991:66: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:992:73: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:993:33: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:994:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:995:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:997:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:998:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1001:62: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1002:47: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1003:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1006:68: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1007:40: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1013:31: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1015:16: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1016:32: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1017:28: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1019:30: 

LEFTOVER - pak0.pk3:scripts/gothic_light.shader:1020:32: 
